,forecast
2026-07-01,99.31820513623616
2026-08-01,96.26457171588557
2026-09-01,95.25820453902412
2026-10-01,95.68395449358069
2026-11-01,99.14809913235662
2026-12-01,106.50405693511766
2027-01-01,94.06078579993054
2027-02-01,95.03909273451268
2027-03-01,99.06333738065115
2027-04-01,94.67250481192178
2027-05-01,98.05818781738513
2027-06-01,98.4343399708395
